Severity,CVSS,Issue,Ports,OID,CVE,Affected Devices,Number of Device(s),Last Detected,Known Exploited Vulnerability,Summary,Vulnerability Detection Result,Impact,Solution,Vulnerability Insight,Vulnerability Detection Method,References,Known To Be Used In Ransomware Campaigns,ingestion_error_reason
Critical,9.6,Synology DiskStation Manager (DSM) Multiple Vulnerabilities (Synology-SA-24:27) - Unreliable Remote Version Check,0/NA,1.3.6.1.4.1.25623.1.0.170990,,NAS (172.16.11.99 / 90:09:D0:49:EC:69),1,17-Apr-2026,No,Synology DiskStation Manager (DSM) is prone to multiple   vulnerabilities.,Installed version: 7.2.1-69057 Fixed version:     7.2.1-69057-2,The flaws allows remote attackers to conduct denial of service   attacks and to execute arbitrary code.,"Update to version 7.2.1-69057-2, 7.2.2-72806 or later.",The following vulnerabilities exist:   - CVE-2024-45538: A cross-site request forgery (CSRF) in WebAPI Framework in Synology DiskStation   Manager (DSM) allows remote attackers to execute arbitrary code via unspecified vectors.   - CVE-2024-45539: An out-of-bounds write in cgi components in Synology DiskStation Manager (DSM)   allows remote attackers to conduct denial-of-service attacks via unspecified vectors.,"Checks if a vulnerable version is present on the target host. Details: Synology DiskStation Manager (DSM) Multiple Vulnerabilities (Synology-SA-24:... (OID: 1.3.6.1.4.1.25623.1.0.170990) Version used: 2026-01-09T05:47:51Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Critical,9.1,"Oracle MySQL Server 8.0 - 8.0.39, 8.4 - 8.4.2, 9.0 - 9.0.1 Security Update (cpujan2025) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.153840,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.40 Installation path / port:       3306/tcp,,"Update to version 8.0.40, 8.4.3, 9.0.2 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.0 - 8.0.39, 8.4 - 8.4.2, 9.0 - 9.0.1 Security Update (... (OID: 1.3.6.1.4.1.25623.1.0.153840) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,8.8,Synology DiskStation Manager (DSM) Privilege Escalation (Synology-SA-24:27)  - Unreliable Remote Version Check,0/NA,1.3.6.1.4.1.25623.1.0.138017,,NAS (172.16.11.99 / 90:09:D0:49:EC:69),1,17-Apr-2026,No,Synology DiskStation Manager (DSM) is prone to a privilege   escalation vulnerability.,Installed version: 7.2.1-69057 Fixed version:     7.2.1-69057-2,The flaws allows remote authenticated users to obtain privileges   without consent.,"Update to version 7.1.1-42962-8, 7.2.1-69057-2, 7.2.2-72806   or later.",An improper control of dynamically-managed code resources in   WebAPI component in Synology DiskStation Manager (DSM) allows remote authenticated users to   obtain privileges without consent via unspecified vectors.,"Checks if a vulnerable version is present on the target host. Details: Synology DiskStation Manager (DSM) Privilege Escalation (Synology-SA-24:27) ... (OID: 1.3.6.1.4.1.25623.1.0.138017) Version used: 2026-01-09T05:47:51Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,8.8,"Oracle MySQL Server 8.x <= 8.0.34, 8.1.0 Security Update (cpujan2024) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.151557,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.35 Installation path / port:       3306/tcp,,"Update to version 8.0.35, 8.1.1 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.x <= 8.0.34, 8.1.0 Security Update (cpujan2024) - Wind... (OID: 1.3.6.1.4.1.25623.1.0.151557) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,8.1,"OpenBSD OpenSSH < 4.4p1, 8.5p1 - 9.7p1 RCE Vulnerability (regreSSHion)",22/tcp (ssh),1.3.6.1.4.1.25623.1.0.114680,,"172.16.11.98 (00:60:16:89:76:2C),test.rpi.reliableparts.com (172.16.11.97 / 00:60:16:8B:10:4C),172.16.11.13 (00:50:56:BB:67:04),usx01vspredirect01.rpi.reliableparts.com (172.16.11.95 / 00:50:56:BB:6D:A7),usx01vspduo01.rpi.reliableparts.com (172.16.11.24 / 00:50:56:BB:2B:79)",5,17-Apr-2026,No,OpenBSD OpenSSH is prone to a remote code execution (RCE)   vulnerability dubbed 'regreSSHion'.,Installed version: 8.8 Fixed version:     9.8 Installation path / port:       22/tcp --- Installed version: 8.9p1 Fixed version:     9.8 Installation path / port:       22/tcp --- Installed version: 8.7 Fixed version:     9.8 Installation path / port:       22/tcp,,Update to version 9.8 or later.,"Vendor insights:   1) Race condition in sshd(8)   A critical vulnerability in sshd(8) was present that may allow arbitrary code execution with root   privileges.   Successful exploitation has been demonstrated on 32-bit Linux/glibc systems with ASLR. Under lab   conditions, the attack requires on average 6-8 hours of continuous connections up to the maximum   the server will accept. Exploitation on 64-bit systems is believed to be possible but has not been   demonstrated at this time. It's likely that these attacks will be improved upon.   Exploitation on non-glibc systems is conceivable but has not been examined. Systems that lack ASLR   or users of downstream Linux distributions that have modified OpenSSH to disable per-connection   ASLR re-randomisation (yes - this is a thing, no - we don't understand why) may potentially have   an easier path to exploitation.   OpenBSD is not vulnerable.","Checks if a vulnerable version is present on the target host. Details: OpenBSD OpenSSH < 4.4p1, 8.5p1 - 9.7p1 RCE Vulnerability (regreSSHion) (OID: 1.3.6.1.4.1.25623.1.0.114680) Version used: 2024-07-09T05:05:54Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,OpenSSL Security Vulnerability (20230908) - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.104902,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,OpenSSL is prone to a security vulnerability.,Installed version: 3.1.2 Fixed version:     3.1.3 Installation path / port:       80/tcp --- Installed version: 3.1.2 Fixed version:     3.1.3 Installation path / port:       443/tcp,"If in an application that uses the OpenSSL library an attacker   can influence whether the POLY1305 MAC algorithm is used, the application state might be corrupted   with various application dependent consequences.","Update to version 1.1.1w, 3.0.11, 3.1.3 or later.",The POLY1305 MAC (message authentication code) implementation   contains a bug that might corrupt the internal state of applications.,"Checks if a vulnerable version is present on the target host. Details: OpenSSL Security Vulnerability (20230908) - Windows (OID: 1.3.6.1.4.1.25623.1.0.104902) Version used: 2023-10-26T05:07:17Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Apache Tomcat Untrusted Search Path Vulnerability (Jun 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.119039,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to an untrusted search path   vulnerability on Windows.,Installed version: 9.0.98 Fixed version:     9.0.106 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.106 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.106 Installation path / port:       8080/tcp,,"Update to version 9.0.106, 10.1.42, 11.0.8 or later.","During installation, the Tomcat installer for Windows used   icacls.exe without specifying a full path. This enabled a side-loading vulnerability.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Untrusted Search Path Vulnerability (Jun 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.119039) Version used: 2025-06-18T05:40:25Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Apache Tomcat Session Fixation Vulnerability (Aug 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.127943,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to a session fixation vulnerability.,Installed version: 9.0.98 Fixed version:     9.0.106 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.106 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.106 Installation path / port:       8080/tcp,,"Update to version 9.0.106, 10.1.42, 11.0.8 or later.","If the rewrite valve was enabled for a web application, an   attacker was able to craft a URL that, if a victim clicked on it, would cause the  victim's   interaction with that resource to occur in the context of the attacker's session.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Session Fixation Vulnerability (Aug 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.127943) Version used: 2025-08-21T05:40:06Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Apache Tomcat DoS Vulnerability (Jul 2024) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.152544,,"usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",3,17-Apr-2026,No,Apache Tomcat is prone to a denial of service (DoS)   vulnerability.,Installed version: 9.0.48 Fixed version:     9.0.90 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.90 Installation path / port:       8080/tcp,,"Update to version 9.0.90, 10.1.25, 11.0.0-M21 or later.","When processing an HTTP/2 stream, Tomcat did not handle some   cases of excessive HTTP headers correctly. This led to a miscounting of active HTTP/2 streams   which in turn led to the use of an incorrect infinite timeout which allowed connections to remain   open which should have been closed.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat DoS Vulnerability (Jul 2024) - Windows (OID: 1.3.6.1.4.1.25623.1.0.152544) Version used: 2024-12-19T05:05:34Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Apache Tomcat Multiple Vulnerabilities (Jun 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.154755,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to multiple vulnerabilities.,Installed version: 9.0.98 Fixed version:     9.0.106 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.106 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.106 Installation path / port:       8080/tcp,,"Update to version 9.0.106, 10.1.42, 11.0.8 or later.",The following flaws exist:   - CVE-2025-48976: Denial of service (DoS) in Apache Commons FileUpload   - CVE-2025-48988: DoS in multipart upload   - CVE-2025-49125: Security constraint bypass for pre/post-resources,"Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Multiple Vulnerabilities (Jun 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.154755) Version used: 2025-06-24T05:41:22Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Apache Tomcat Multiple DoS Vulnerabilities (Jul 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.154896,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to multiple denial of service (DoS)   vulnerabilities.,Installed version: 9.0.98 Fixed version:     9.0.107 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.107 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.107 Installation path / port:       8080/tcp,,"Update to version 9.0.107, 10.1.43, 11.0.9 or later.",The following flaws exist:   - CVE-2025-52520: DoS due to overflow in file upload limit   - CVE-2025-53506: DoS via excessive HTTP/2 streams,"Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Multiple DoS Vulnerabilities (Jul 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.154896) Version used: 2025-07-11T15:43:14Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Apache Tomcat DoS Vulnerability (Jul 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.154918,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to a denial of service (DoS)   vulnerability.,Installed version: 9.0.98 Fixed version:     9.0.107 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.107 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.107 Installation path / port:       8080/tcp,,Update to version 9.0.107 or later.,A race condition on connection close could trigger a JVM crash   when using the APR/Native connector leading to a DoS. This was particularly noticeable with   client initiated closes of HTTP/2 connections.,"Checks if a vulnerable version is present on the target host. Details: Apache Tomcat DoS Vulnerability (Jul 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.154918) Version used: 2025-07-11T15:43:14Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Python DoS Vulnerability (Jul 2025) - Windows,5050/tcp (mmcc),1.3.6.1.4.1.25623.1.0.155052,,usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),1,17-Apr-2026,No,Python is prone to a denial of service (DoS) vulnerability.,Installed version: 3.12.9 Fixed version:     3.12.12 Installation path / port:       5050/tcp,,"Update to version 3.9.24, 3.10.19, 3.11.14, 3.12.12, 3.13.6 or   later.","There is a defect in the CPython 'tarfile' module affecting the   'TarFile' extraction and entry enumeration APIs. The tar implementation would process tar   archives with negative offsets without error, resulting in an infinite loop and deadlock during   the parsing of maliciously crafted tar archives.","Checks if a vulnerable version is present on the target host. Details: Python DoS Vulnerability (Jul 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.155052) Version used: 2025-12-18T05:46:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,"OpenSSL DoS Vulnerability (20250930, CVE-2025-9230) - Windows","80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.155509,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,OpenSSL is prone to a denial of service (DoS) vulnerability due   to a out-of-bounds read & write in RFC 3211 KEK Unwrap.,Installed version: 3.1.2 Fixed version:     3.2.6 Installation path / port:       80/tcp --- Installed version: 3.1.2 Fixed version:     3.2.6 Installation path / port:       443/tcp,This out-of-bounds read may trigger a crash which leads to   denial of service for an application. The out-of-bounds write can cause a memory corruption which   can have various consequences including a denial of service or execution of attacker-supplied   code.,"Update to version 1.0.2zm, 1.1.1zd, 3.0.18, 3.2.6, 3.3.5,   3.4.3, 3.5.4 or later.",An application trying to decrypt CMS messages encrypted using   password based encryption can trigger an out-of-bounds read and write.,"Checks if a vulnerable version is present on the target host. Details: OpenSSL DoS Vulnerability (20250930, CVE-2025-9230) - Windows (OID: 1.3.6.1.4.1.25623.1.0.155509) Version used: 2025-10-03T05:38:37Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.8,Apache Tomcat HTTP/2 Protocol DoS Vulnerability (MadeYouReset) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.171673,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to is prone to a denial of service (DoS)   vulnerability in the HTTP/2 protocol dubbed 'MadeYouReset'.,Installed version: 9.0.98 Fixed version:     9.0.108 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.108 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.108 Installation path / port:       8080/tcp,,"Update to version 9.0.108, 10.1.44, 11.0.10 or later.","A mismatch caused by client-triggered server-sent stream resets   between HTTP/2 specifications and the internal architectures of some HTTP/2 implementations may   result in excessive server resource consumption leading to denial-of-service (DoS). By opening   streams and then rapidly triggering the server to reset them, using malformed frames or flow   control errors, an attacker can exploit incorrect stream accounting. Streams reset by the server   are considered closed at the protocol level, even though backend processing continues. This   allows a client to cause the server to handle an unbounded number of concurrent streams on a   single connection.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat HTTP/2 Protocol DoS Vulnerability (MadeYouReset) - Windows (OID: 1.3.6.1.4.1.25623.1.0.171673) Version used: 2025-08-26T05:39:52Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.5,Apache HTTP Server < 2.4.58 mod_macro Out-of-bounds Read Vulnerability - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.100279,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,Apache HTTP Server is prone to an out-of-bounds read   vulnerability in mod_macro.,Installed version: 2.4.57 Fixed version:     2.4.58 Installation path / port:       80/tcp --- Installed version: 2.4.57 Fixed version:     2.4.58 Installation path / port:       443/tcp,,Update to version 2.4.58 or later.,,"Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server < 2.4.58 'mod_macro' Out-of-bounds Read Vulnerability - W... (OID: 1.3.6.1.4.1.25623.1.0.100279) Version used: 2024-02-15T05:05:40Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.5,Apache HTTP Server 2.4.55 - 2.4.57 DoS Vulnerability - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.100291,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,Apache HTTP Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 2.4.57 Fixed version:     2.4.58 Installation path / port:       80/tcp --- Installed version: 2.4.57 Fixed version:     2.4.58 Installation path / port:       443/tcp,,Update to version 2.4.58 or later.,"An attacker, opening a HTTP/2 connection with an initial   window size of 0, was able to block handling of that connection indefinitely in Apache HTTP   Server. This could be used to exhaust worker resources in the server, similar to the well known   'slow loris' attack pattern.","Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server 2.4.55 - 2.4.57 DoS Vulnerability - Windows (OID: 1.3.6.1.4.1.25623.1.0.100291) Version used: 2024-08-02T05:05:39Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
